Customer_id,Transaction_amount,Mobile_no,Transaction_datetime
872,4363,4451836441,1650188049000
873,5803,0037955829,1652522549000
874,6302,6811798998,1658602397000
875,4845,4474545486,1656997169000
876,2547,0438763068,1658856998000
877,7940,5773573520,1636742961000
878,3249,9443200635,1655032910000
879,2550,7317156159,1658312472000
880,7002,2592575049,1644080175000
881,2904,2984827813,1643890970000
882,2712,4002971546,1662622238000
883,7941,5903122930,1660796327000
884,9702,7685320177,1635469677000
885,8528,0392177986,1647304562000
886,1357,0532385330,1646263216000
887,4790,4719019803,1644536034000
888,4371,6045379187,1643505136000
889,7237,6623725172,1639507906000
890,5146,2179059795,1648965198000
891,7612,8303385577,1660673847000
892,1602,9539670349,1650032625000
893,7587,8076353580,1638479796000
894,5576,1518429335,1657840137000
895,2508,5045287753,1637990129000
896,4954,4672549895,1643386406000
897,9193,6176663806,1651537602000
898,9928,6008990374,1650103422000
899,8025,5160397515,1638731029000
900,3287,0426836383,1635722923000
901,7680,4779377935,1649711528000
902,3118,8672558251,1646750118000
903,7598,9917269975,1661004173000
904,2005,6865596323,1635271507000
905,6291,1057628948,1651550545000
906,1781,3279312302,1646681967000
907,2435,7464395646,1642565100000
908,4254,4644102032,1644122329000
909,5734,1240026897,1659608884000
910,9009,8787775239,1635947681000
911,7648,7103384401,1645844024000
912,2624,4638317901,1644223401000
913,5166,6759709721,1654366588000
914,6618,3345423685,1653840199000
915,2057,2161670522,1647671935000
916,5132,6093170691,1642858479000
917,4800,6240259578,1644430053000
918,2566,9192471684,1645404900000
919,4896,7161059771,1649095557000
920,3313,7950280999,1644976842000
921,8313,1271024152,1664311100000
922,5216,5702349415,1660835332000
923,8397,2510611119,1646617396000
924,3329,3386474462,1659009347000
925,1796,8048948206,1649793673000
926,3671,6134428426,1644696604000
927,2091,4146023041,1653756957000
928,7442,1422669742,1666597715000
929,8644,2983410153,1655606789000
930,1882,6773946131,1643099115000
931,6420,6201364617,1646049697000
932,4462,6384041340,1661617661000
933,9870,0291718418,1635922815000
934,2561,5803811629,1660728397000
935,5589,8691459840,1651456862000
936,6917,7067532973,1647912855000
937,1623,3343717487,1656765971000
938,4981,4522881770,1658602479000
939,2512,5319594372,1643903805000
940,1563,7251171775,1650163242000
941,3665,4602148549,1655333933000
942,1971,3375494157,1641125774000
943,4391,6563652808,1666532207000
944,1010,9241972076,1665897122000
945,5153,3311822617,1646751165000
946,9493,0634828975,1646791397000
947,2297,2683180330,1664034440000
948,7225,3583269896,1641226754000
949,7468,5188550938,1651549795000
950,3197,1262725313,1656972166000
951,9697,7717332922,1642478764000
952,7428,3216742067,1660217715000
953,9856,4048592254,1646038292000
954,8760,5945999229,1635476373000
955,2223,3062257393,1658249487000
956,6327,2374314529,1663932394000
957,9445,6716177663,1650467933000
958,1811,3352361258,1656533489000
959,4731,5872316445,1650372681000
960,7768,1161892117,1652542120000
961,2939,4436371018,1637231947000
962,1601,3237067083,1652852121000
963,7062,5412670865,1653055540000
964,1505,4780983134,1655253028000
965,3592,3803761808,1645278844000
966,7633,6113766934,1647412522000
967,5005,7373043542,1646474383000
968,7378,4299059646,1641257257000
969,8378,5645780884,1640157822000
970,5069,9578920490,1648484552000
971,4061,5107758428,1651597354000
972,3449,0474740447,1642984293000
973,1206,5246061884,1637999189000
974,2694,1536532754,1647929018000
975,1562,0808230514,1651111384000
976,1023,3970866049,1638937230000
977,8292,5663922210,1660925325000
978,6016,8441953392,1666596251000
979,9519,2528356595,1640117345000
980,9542,8001276821,1658114540000
981,7657,8508482868,1642408859000
982,4365,2106821123,1653127491000
983,5981,4126196374,1637026497000
984,6386,5372167394,1649647700000
985,1352,4688383568,1656381994000
986,8825,5653883603,1666071727000
987,4711,1579995365,1637159479000
988,4392,5584974749,1648084451000
989,2816,3226648578,1645487795000
990,3948,0966944844,1646938733000
991,1003,0576543608,1666197406000
992,6712,3169674609,1642771176000
993,6610,0490616445,1642795882000
994,4930,0442038259,1645587892000
995,4159,7434994525,1649196852000
996,2744,7409829486,1664321276000
997,3028,6869610002,1658322525000
998,2528,4096950858,1636936707000
999,4685,2634865589,1637836777000
1000,4110,7866681058,1646407840000
